,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
8508,7201831,1,353.673,0.02,410.196,0.0308,22.1,2.86,UNK
17767,11551692,1,7.83443,1.7e-06,135.223,0.000164,2.787,0.0479,PC
3518,4358355,2,3.39666,5.81e-05,133.142,0.0108,14.47,11.2,AFP
1363,3458028,1,1.44257,2.72e-06,132.635,0.000677,2.766,0.146,PC
12204,8638036,1,459.272,0.00467,260.28,0.00623,2.044,1.76,NTP
16101,10198662,3,5.1632,3.63e-05,133.331,0.0049,8.571,0.604,AFP
4376,5385139,2,12.4256,0.00039,133.871,0.027,16.22,0.745,AFP
1462,3222183,3,4.11489,3.91e-05,131.845,0.00641,13.92,4.68,AFP
9985,7798924,2,1.83874,1.1e-05,133.277,0.00142,2.226,0.0639,AFP
392,2422820,1,13.8913,0.000188,137.345,0.0112,5.016,1.52,UNK
590,2448307,1,1.5993,1.58e-05,132.036,0.00264,4.827,2.46,NTP
4890,5181817,1,4.35046,6.03e-06,132.275,0.00092,1.776,0.0688,AFP
16720,9873869,1,4.99477,2.46e-08,136.174,3.93e-06,4.484,0.000247,UNK
14237,9574158,1,15.921,4.71e-05,147.057,0.00238,1.682,0.249,PC
19181,10657634,1,1.96638,1.17e-05,132.102,0.00253,4.317,1.09,AFP
11147,7377343,1,7.95443,3.71e-06,135.488,0.000487,4.662,0.0624,PC
9272,6603026,1,0.566737,2.46e-05,131.929,0.0057,1.919,7.29,UNK
510,2718944,2,0.69317,2.24e-05,131.957,0.00628,1.96,0.832,AFP
15922,10222702,1,1.31219,1.29e-05,132.668,0.00332,2.503,0.264,UNK
18454,10678817,1,2.99964,2.6e-05,132.326,0.00514,9.886,5.12,AFP
347,2444769,1,3.00168,4.27e-05,133.063,0.00913,11.26,9.87,UNK
11803,8804283,2,13.2609,9.76e-05,139.093,0.00605,4.376,0.65,PC
8497,7135045,2,0.560741,1.29e-05,131.735,0.00214,2.357,2.79,AFP
4510,5438757,1,10.3508,4.54e-05,133.712,0.00353,6.103,0.393,PC
1279,3233302,1,2.12346,1.42e-05,132.765,0.00345,7.937,4.15,AFP
9178,6786348,1,26.9644,0.000151,145.345,0.00471,3.803,0.984,PC
15988,10281360,2,1.313,7.14e-05,131.85,0.0128,8.924,49.1,NTP
6524,6233899,2,1.6599,1.19e-05,131.844,0.0023,2.147,0.106,UNK
4248,5643201,2,0.643817,1.05e-05,132.011,0.00221,2.162,1.63,AFP
11356,7588436,1,23.3924,0.000261,139.761,0.00954,2.955,0.372,UNK
8958,6527090,1,586.493,0.00955,343.171,0.0137,15.24,1.22,NTP
5809,6373680,1,2.87064,5.27e-06,133.671,0.001,1.663,0.103,AFP
14060,9569838,2,2.83116,3.48e-05,134.037,0.00625,10.01,8.3,AFP
10147,8104598,2,2.23578,1.78e-05,131.721,0.00263,5.712,1.3,NTP
783,2167444,1,2.43567,5.6e-06,133.508,0.000589,1.089,0.209,UNK
6937,5781841,3,1.01568,9.27e-06,132.456,0.00433,1.869,0.24,UNK
721,1571511,1,14.0225,8.91e-07,135.528,5.29e-05,8.076,0.00439,AFP
17087,9837578,2,10.3669,0.0,132.958,0.0,5.0,0.0,UNK
19767,12061096,1,15.0503,7.6e-05,141.538,0.0042,1.886,0.356,AFP
5885,6461601,2,1.13989,1.59e-05,131.525,0.00481,3.708,3.78,UNK
5699,6442377,1,30.2291,7.14e-05,134.522,0.00193,6.504,0.316,PC
7515,6037990,2,0.941477,1.1e-05,131.861,0.00325,3.141,1.51,AFP
10670,7458762,1,7.41116,1.11e-05,138.289,0.00115,2.496,0.2,PC
11446,7337049,1,4.87079,0.000119,132.344,0.0191,10.66,0.278,AFP
13491,9449455,1,0.568312,1.24e-05,131.869,0.00203,1.534,0.337,AFP
17011,9774357,2,1.77002,1.4e-05,132.442,0.00295,4.886,1.96,AFP
12442,8589526,1,4.25441,2.89e-05,133.067,0.00413,12.06,1.99,AFP
14422,9541163,1,0.536644,7.67e-06,131.717,0.00222,1.852,3.1,AFP
3011,4075067,3,1.37263,15.0,132.294,4170.0,5.802,96400.0,AFP
7853,7019489,2,24.2601,0.00024,139.621,0.00889,2.74,1.27,AFP
16507,9696853,1,1.50234,1.31e-05,132.468,0.00247,3.938,0.523,NTP
7706,7219906,2,35.0897,5.77e-05,146.125,0.0013,3.164,0.325,AFP
15251,9045401,1,0.773402,9.89e-06,131.873,0.0034,2.503,1.79,AFP
8491,7115332,1,0.566722,1.2e-05,131.926,0.00235,1.419,0.876,NTP
11406,7467518,3,1.71183,1.63e-05,131.764,0.00346,4.791,2.84,AFP
18362,10965008,1,81.1694,0.000309,178.593,0.00284,7.817,0.341,PC
12074,8566113,1,1.51843,1.16e-05,131.654,0.00251,3.196,0.878,UNK
5979,6289897,1,1.55933,9e-06,132.548,0.00234,2.596,0.461,AFP
6273,6220010,2,0.81888,8.85e-06,131.986,0.00337,1.899,0.152,UNK
17623,11303811,1,1.70579,4.85e-07,133.154,6.97e-05,1.072,0.039,AFP
10109,7830684,2,0.656519,4.99e-06,132.005,0.0022,3.254,7.95,AFP
9469,6715331,1,1.72542,1.07e-05,131.891,0.00162,5.889,1.53,NTP
12024,8647777,1,0.555498,1.08e-05,131.83,0.00323,1.712,1.29,AFP
2836,4150611,4,0.761119,6.02e-05,131.683,0.00635,1.481,0.691,UNK
12966,8416523,2,0.683683,5.36e-06,132.003,0.000647,0.6303,0.0463,AFP
14116,9533751,2,8.2781,6.84e-05,134.451,0.00622,8.048,0.173,AFP
16793,9953851,1,0.691275,8.17e-06,131.919,0.00299,2.836,3.21,AFP
9082,6546508,1,3.05359,2.51e-07,133.874,6.26e-05,3.536,0.00418,AFP
10445,8018340,1,2.62664,6.27e-05,131.964,0.0154,9.317,12.1,UNK
11721,8654790,1,2.09163,1.97e-05,132.243,0.0052,4.808,3.07,AFP
11375,7738436,1,0.709147,8.74e-06,131.685,0.00182,2.466,1.04,UNK
19288,10528873,1,0.940256,1.58e-05,132.171,0.00582,2.241,4.09,AFP
733,2166200,1,8.09694,5.27e-06,132.647,0.000704,3.563,0.0204,AFP
13419,8264667,3,4.61388,0.000118,134.287,0.021,9.031,0.568,UNK
10200,8035802,1,459.247,0.00696,260.347,0.00923,2.99,2.5,NTP
12962,8396062,2,1.30581,7.56e-06,131.655,0.0014,2.0,0.0556,AFP
10874,7626425,1,409.993,0.00965,182.473,0.022,12.0,1.07,NTP
7425,5810113,1,1.50001,1.28e-05,131.661,0.00626,2.375,0.188,AFP
4218,5471688,2,12.4258,0.00039,133.946,0.0271,20.56,0.388,AFP
6708,5882306,1,0.716441,1.82e-05,131.663,0.00367,2.406,1.09,UNK
6957,5892969,2,0.520395,1.4e-05,131.617,0.00348,1.5,4.45,AFP
15052,8890150,2,7.05429,3.54e-05,136.194,0.00381,1.821,0.92,PC
11189,7697795,1,0.503413,7.99e-06,131.614,0.00193,1.727,1.05,UNK
3633,4264546,1,0.555436,0.000217,132.0,0.0563,1.445,4.09,UNK
13968,9347095,1,4.22032,0.000205,133.669,0.0388,7.827,0.987,AFP
2538,4848115,1,1.93924,9.25e-06,131.922,0.00191,1.485,0.103,AFP
19653,12159249,1,3.74443,1.13e-05,133.562,0.00202,2.914,0.0686,PC
7868,7102615,1,459.093,0.00746,260.434,0.00898,9.083,0.289,NTP
18236,11519226,1,22.1612,5.26e-06,140.004,0.000199,3.174,0.0124,AFP
3041,3831746,1,1.8608,2.4e-05,132.975,0.00625,4.47,4.37,AFP
13722,9343888,1,0.988501,6.21e-06,131.87,0.00185,3.5,1.49,AFP
3125,4059887,1,1.01831,1.21e-05,131.71,0.0045,3.552,1.83,AFP
9524,6694649,2,1.86774,2.28e-05,132.79,0.00532,6.016,4.47,UNK
4941,5087223,1,5.62236,2.45e-05,132.753,0.00293,1.031,0.257,NTP
12983,8223568,1,2.02551,2.43e-05,132.753,0.00538,8.371,9.08,AFP
17093,9884818,1,490.806,0.00594,155.172,0.00671,14.66,0.862,UNK
18278,11342880,1,0.665928,2.64e-05,131.769,0.00413,1.588,0.25,AFP
7087,5977541,1,1.14072,1.24e-05,132.58,0.00318,3.616,0.806,UNK
15684,10273384,2,3.05641,8.36e-05,132.053,0.0224,5.224,2.65,AFP
7516,6038805,1,433.099,0.0436,349.52,0.0322,15.4,3.2,UNK
16908,9845909,1,11.5706,0.000114,136.288,0.00829,3.08,0.529,PC
17664,11124904,2,4.40771,3.38e-05,134.548,0.00488,4.32,0.255,AFP
3077,4139351,2,1.61758,0.000207,132.442,0.0571,5.616,106.0,AFP
9394,6584042,1,4.80064,7.24e-05,134.681,0.0118,8.551,0.333,NTP
13416,8261157,2,1.17216,1.22e-05,132.349,0.00449,4.725,4.19,AFP
9413,6708053,1,467.626,0.00781,438.293,0.00863,5.222,0.375,UNK
8252,7177892,1,1.38624,4.29e-08,132.747,7.96e-06,2.104,0.00186,AFP
10269,8081905,1,3.27642,1.29e-05,131.988,0.00261,2.256,0.555,PC
14235,9536692,1,26.6354,0.000116,155.552,0.00363,5.536,0.243,AFP
2884,4055765,1,9.9664,6.58e-06,141.153,0.000539,4.989,0.0272,PC
12290,8816881,1,2.64352,3.15e-05,132.442,0.00655,12.72,19.2,NTP
19351,12602567,1,2.04742,8.97e-06,131.877,0.0022,3.088,0.356,NTP
2587,4756335,1,1.9014,2.17e-05,133.353,0.00578,3.931,0.453,UNK
6282,6278762,3,7.74356,1.8e-05,135.088,0.00156,2.858,0.0773,PC
11596,8644911,1,120.942,0.00176,246.223,0.0124,9.182,2.14,PC
3245,3967018,1,0.632802,1.34e-05,132.017,0.00256,1.276,0.269,UNK
13585,9265050,2,0.597273,3.17e-05,131.717,0.00733,1.746,4.38,AFP
3443,4165739,1,483.857,0.00859,139.388,0.0161,5.082,1.21,UNK
17417,11656928,1,11.7506,0.000452,138.282,0.0302,16.18,0.429,NTP
13733,9413057,3,0.547076,2.15e-05,131.652,0.00199,1.285,0.314,AFP
13020,8380389,1,1.60837,1.43e-05,132.821,0.00342,4.625,1.56,AFP
11030,7376500,5,232.389,0.0,150.601,0.0,3.0,0.0,NTP
12772,8394721,4,81.0628,0.000456,139.544,0.00467,3.216,0.759,PC
10668,7439316,1,2.617,6.15e-06,134.041,0.00131,1.922,0.0919,PC
12159,8736245,1,2.53474,6.62e-08,133.478,1.87e-05,5.272,0.00141,UNK
12145,8636434,1,308.546,0.0019,296.068,0.00493,18.5,0.61,PC
14619,8905010,3,3.58458,3.12e-05,133.471,0.0058,8.572,0.622,AFP
16112,10284967,1,192.315,0.00798,142.783,0.0289,8.117,1.52,UNK
20123,11922283,1,1.32945,2.55e-05,132.269,0.0056,2.748,3.01,AFP
9035,6631188,2,5.03107,4.63e-05,131.657,0.00663,4.811,0.286,AFP
4978,5358241,3,9.75201,3.85e-05,138.781,0.00312,4.032,0.494,PC
7616,7100673,3,2.89221,1.18e-05,132.87,0.00238,2.617,0.11,PC
19980,11709022,1,0.719655,6.39e-06,131.947,0.00109,1.787,0.569,UNK
16384,10034643,1,2.82248,5.53e-05,133.436,0.0106,10.03,11.5,NTP
13471,8233702,1,41.6977,0.000228,134.245,0.0046,5.415,1.08,PC
6504,6468904,1,49.5385,0.000223,132.506,0.00428,1.806,0.733,PC
6532,6301132,1,0.594335,1.13e-05,131.8,0.00155,1.241,0.507,UNK
18508,10616679,1,8.60011,3.77e-06,138.128,0.000329,4.14,0.0631,PC
13939,9552574,2,0.753215,9.97e-06,132.181,0.00325,3.191,3.94,NTP
7034,5988140,4,1.38983,1.51e-05,131.833,0.00536,4.902,2.23,AFP
10967,7419318,2,8.43639,1e-05,137.706,0.000954,3.242,0.0932,PC
3859,5480736,2,8.56767,2.71e-05,131.532,0.00248,2.621,0.381,AFP
3413,3937814,2,10.729,2.97e-05,134.683,0.00186,0.5583,0.165,UNK
12152,8682555,1,0.586169,5.48e-06,131.549,0.0018,2.198,3.56,AFP
15863,10220707,2,5.72079,5.6e-05,132.296,0.00757,16.27,3.44,NTP
12065,8524464,1,0.518839,2.65e-05,131.797,0.00425,2.055,2.81,AFP
9463,6665512,1,6.921,1.82e-05,135.646,0.00208,4.46,0.271,PC
12187,8525214,1,0.562844,8.23e-05,131.862,0.0116,0.8808,4.95,AFP
1949,4459068,1,24.956,3.13e-06,149.095,9.77e-05,2.766,0.01,AFP
192,2168420,2,1.44681,2.7e-05,132.845,0.012,3.86,0.491,UNK
20036,11666429,3,2.5484,1.43e-05,131.567,0.00191,3.223,0.0939,UNK
14852,9210037,2,1.38135,1.6e-05,131.703,0.00619,3.378,0.204,UNK
5870,6374063,2,2.1157,1.09e-05,133.613,0.00248,6.496,1.91,AFP
6199,6130500,3,1.31152,0.0,132.134,0.0,5.0,0.0,UNK
10882,7687705,2,2.21084,3.15e-05,133.68,0.00792,7.515,6.79,UNK
9114,6786037,2,21.0585,0.000114,150.81,0.00416,7.538,0.947,PC
16911,9880467,2,108.541,0.001,151.164,0.00829,7.096,0.915,AFP
18133,11046458,1,3.31187,3.34e-07,131.742,5.2e-05,1.127,0.0279,PC
16453,9725543,3,0.674533,1.3e-05,131.967,0.00301,1.461,0.508,NTP
9230,6750902,1,0.938653,3.86e-06,132.212,0.000725,0.9742,0.0362,AFP
11073,7751571,1,17.0421,3.14e-05,142.427,0.00163,7.389,0.0938,AFP
17510,11401182,1,0.927865,2.03e-06,132.048,0.0004,1.162,0.0218,PC
12884,8330548,1,0.957075,1.36e-07,131.776,4.58e-05,2.752,0.00282,AFP
3467,3836450,1,1.54036,7.5e-06,132.006,0.00168,1.68,0.0889,AFP
5958,6145939,1,17.7455,1.18e-06,137.697,5.28e-05,3.978,0.267,AFP
8738,6717252,1,1.19258,9.07e-06,132.677,0.00191,1.403,0.09,PC
16183,10395381,1,17.6718,4.78e-05,133.354,0.00224,3.133,0.393,PC
7216,6033602,1,33.2947,0.000394,141.526,0.0093,2.874,0.688,NTP
6118,6430330,1,0.728534,1.65e-05,131.787,0.004,2.166,4.78,AFP
2149,4670846,1,0.706098,2.33e-05,131.821,0.00485,1.502,0.315,AFP
4188,5650341,2,7.45447,3.95e-05,137.324,0.00516,2.121,0.236,AFP
256,2579147,4,1.33664,0.0,132.243,0.0,5.0,0.0,UNK
5518,5371796,1,459.374,0.0159,260.088,0.0353,3.289,4.68,NTP
3909,5462692,1,0.548954,5.38e-06,131.726,0.00198,2.41,3.87,NTP
12155,8702874,1,0.50566,1.41e-05,131.864,0.00219,1.543,0.689,UNK
19893,12108364,1,0.705441,0.0,131.692,0.0,2.0,0.0,AFP
3513,4263127,3,1.38642,0.0,132.669,0.0,3.5,0.0,UNK
17945,11560273,1,0.913744,4.98e-06,131.617,0.000893,1.94,0.28,UNK
678,1724961,3,1.1083,0.0,131.518,0.0,3.5,0.0,UNK
11831,8604993,2,6.57043,8.17e-07,137.35,9.91e-05,4.227,0.00474,AFP
17635,11442353,2,0.657882,2.41e-05,131.86,0.0098,2.278,4.15,AFP
11586,8589731,1,4.46974,1.49e-06,133.011,0.00027,5.424,7.66,AFP
10892,7768952,2,22.4687,0.000135,141.515,0.005,2.64,0.202,AFP
17834,11621223,1,4.90334,4.33e-06,133.671,0.000639,2.865,0.061,PC
348,2445129,1,10.3188,2.59e-05,132.04,0.00201,2.911,0.422,AFP
19648,12104951,2,4.73633,8.71e-05,135.36,0.0133,14.53,11.0,AFP
10541,7837526,1,28.2972,1.41e-06,137.235,4.22e-05,3.921,0.0718,AFP
11640,8517859,2,0.523586,1.37e-05,131.535,0.00262,1.646,1.28,AFP
13872,9518651,1,2.17816,1.27e-05,132.025,0.00262,1.395,0.198,AFP
14647,9085039,1,64.199,0.00082,147.974,0.0109,3.582,0.449,UNK
18837,10874614,1,3.2347,1.01e-07,134.425,1.88e-05,3.584,0.0047,PC
14683,8939650,1,1.82766,3.23e-08,132.821,9.8e-06,3.72,0.000963,AFP
19913,12470317,2,0.537526,9.92e-05,131.894,0.0271,0.5862,6.48,AFP
19498,11769146,2,282.964,0.0,350.44,0.0,9.0,0.0,AFP
10838,7374160,2,1.18991,8.8e-06,132.25,0.00253,3.024,0.77,AFP
14260,9301183,5,3.57685,3.32e-05,132.579,0.00589,5.166,0.491,AFP
6995,5728843,1,0.512207,8.65e-06,131.541,0.00204,1.458,1.02,UNK
10985,7582691,2,0.519629,1.05e-05,131.605,0.00125,0.9108,0.427,AFP
2451,4661634,2,73.8944,5.05e-05,142.939,0.00059,12.32,0.0347,AFP
10488,7886329,1,0.567493,9.69e-08,131.994,1.33e-05,1.096,0.00252,UNK
18836,10853908,2,1.3744,1.34e-05,132.428,0.00373,5.479,4.46,AFP
13460,8478994,1,39.7922,1.59e-05,135.458,0.000331,4.493,0.0605,PC
11569,8495415,1,2.23716,5.49e-06,133.687,0.00123,1.503,0.0677,AFP
7139,5906502,1,1.67331,1.85e-05,131.569,0.00567,5.408,6.15,UNK
4635,5458953,1,3.51128,6.85e-05,132.605,0.0125,12.05,16.6,AFP
9715,8022244,2,34.035,0.000146,134.431,0.00358,6.804,0.401,PC
7112,5718385,1,421.819,0.00777,334.944,0.0108,10.74,0.645,NTP
15107,8848916,1,0.893538,1.51e-05,131.875,0.00464,2.914,3.82,NTP
2548,4932417,2,1.5034,1.14e-05,132.258,0.00293,2.425,0.464,AFP
10346,8167996,2,13.9695,1.95e-05,132.169,0.00117,1.406,0.127,PC
8727,6621643,1,0.926127,1.22e-05,132.101,0.00407,2.677,4.49,UNK
18964,10919230,1,459.321,0.00728,260.216,0.00957,5.622,2.47,NTP
14273,9369756,1,0.909473,1.34e-05,131.952,0.00408,2.172,1.12,UNK
12605,8191020,1,1.64835,1.04e-05,131.736,0.00179,4.557,0.818,UNK
5137,5208962,1,0.876821,1.33e-05,131.791,0.00313,1.207,0.589,PC
6367,6421137,1,2.45606,1.89e-05,131.578,0.0036,5.595,1.14,UNK
20214,12407395,1,0.714228,6.93e-06,131.743,0.00126,2.123,0.481,UNK
13929,9488445,1,1.96567,3.01e-05,131.569,0.00949,5.76,8.62,AFP
10883,7690844,1,22.0459,0.0001,136.475,0.00366,4.975,0.893,PC
8750,6804957,3,0.554181,0.0,131.911,0.0,1.5,0.0,AFP
995,3441784,3,0.603271,1.54e-05,132.022,0.00364,2.003,3.68,AFP
10836,7353970,2,198.444,0.000109,257.465,0.000404,15.05,0.0258,AFP
18978,11021252,2,3.26919,1.17e-06,131.622,0.000196,1.969,0.0663,AFP
15772,10480982,1,19.2214,1.32e-06,146.109,5.36e-05,4.786,0.00425,AFP
5086,5287983,2,2.50704,1.15e-05,132.152,0.00209,1.175,0.146,AFP
16756,9716385,3,5.26792,0.000113,133.555,0.0161,9.206,0.186,AFP
10709,7295520,1,7.3429,9.24e-05,134.346,0.014,11.47,1.19,AFP
9981,8164262,1,87.4557,0.000473,136.245,0.00469,17.15,12.3,AFP
14635,9008737,1,11.836,6.7e-05,137.322,0.00454,2.445,0.478,UNK
19396,12020590,3,1.66867,3.14e-05,132.828,0.0118,4.89,1.9,UNK
9476,6777360,1,3.23083,7.44e-05,132.475,0.0155,10.95,11.0,UNK
414,2850321,1,25.2212,0.000246,143.718,0.00801,15.95,0.276,UNK
9438,6934045,1,265.743,0.0049,167.052,0.0167,18.08,0.939,PC
13152,8444802,2,0.57304,7.9e-06,131.576,0.00867,1.889,1.47,AFP
19596,12216706,1,1.47107,4.5e-07,132.274,6.41e-05,3.577,0.0216,AFP
7004,5785707,1,5.61223,0.000185,136.244,0.0229,16.65,9.88,UNK
19189,10718726,1,3.59577,5.99e-06,134.412,0.00107,3.07,0.17,PC
6421,6385010,2,4.88774,6.17e-05,133.675,0.00939,15.01,6.12,AFP
15080,9093266,2,0.646635,1.83e-05,131.727,0.00327,1.5,0.715,AFP
9240,6842139,1,0.555595,1.13e-05,132.002,0.00224,0.9737,0.601,UNK
11599,8653675,2,1.7572,1.57e-05,131.791,0.00431,5.713,3.06,AFP
998,3454720,1,0.534164,1.15e-05,131.909,0.00514,1.32,0.181,AFP
5,757450,1,8.88492,1.19e-06,134.452,0.000101,2.078,0.024,PC
14380,9283156,1,5.22409,2.48e-05,132.844,0.00345,2.529,0.122,PC
15825,10383696,2,8.48788,9e-06,138.385,0.00115,4.167,0.0411,AFP
8793,6675318,1,0.578202,8.09e-06,131.635,0.000977,1.291,0.351,UNK
18515,10678963,1,0.584424,0.0226,131.927,4.22,1.666,40.7,NTP
5841,6185496,2,0.949241,5.4e-06,131.549,0.00106,1.159,0.11,AFP
14061,9590976,2,8.586,3.49e-05,137.959,0.00321,3.456,0.309,PC
11266,7777416,1,5.09119,1.72e-05,132.74,0.00239,2.913,0.573,UNK
8176,7060001,1,0.954424,1.34e-05,132.408,0.00393,3.086,5.39,UNK
11898,8626325,1,16.449,0.000265,145.753,0.0135,6.883,0.802,PC
18556,10534155,1,4.32708,1.05e-05,133.411,0.00146,1.065,0.0746,PC
3031,4349442,1,4.53929,2.32e-06,133.961,0.000363,2.065,0.0781,PC
2429,4454219,1,1.22573,3.57e-07,131.662,7.94e-05,2.17,0.0137,UNK
2601,4848424,1,1.5018,8.73e-06,131.556,0.00288,3.137,0.897,AFP
761,2721030,1,6.10023,1.58e-05,135.592,0.00197,4.666,0.5,PC
15040,9215655,2,6.06394,6.7e-05,136.155,0.00798,12.2,1.53,AFP
11924,8805348,1,29.9073,4.86e-05,145.385,0.00133,4.816,0.327,PC
257,2696938,1,573.587,0.0133,131.578,0.0255,10.46,2.42,NTP
7297,5772911,1,0.881106,4.95e-06,131.646,0.00107,3.003,0.6,UNK
3434,4078157,2,16.0249,9.17e-05,137.125,0.00522,3.022,1.08,AFP
19616,11724091,2,1.5591,0.0,132.539,0.0,3.5,0.0,AFP
2821,3971315,2,9.89224,7.26e-06,131.748,0.00059,4.204,0.0286,AFP
10642,7702705,1,0.611405,1.19e-05,131.769,0.00229,1.702,0.225,UNK
2748,4474645,2,3.88681,1.56e-05,133.065,0.00273,7.224,0.926,AFP
5794,6288034,3,1.60672,3.17e-05,132.192,0.0108,12.02,38.2,UNK
17027,9847239,1,28.5079,4.16e-06,132.793,0.000106,3.122,0.0106,PC
13943,9588946,1,631.13,0.0102,324.408,0.00797,12.34,1.66,UNK
3370,4067549,1,7.69843,7.78e-07,137.868,8.26e-05,5.435,0.00558,AFP
4986,5003117,2,37.608,9.5e-05,132.132,0.00208,6.067,0.513,AFP
19054,10604521,1,0.868099,4.7e-06,131.85,0.00115,1.569,0.129,PC
13232,8259713,2,3.55195,3.14e-05,134.701,0.00563,4.324,0.316,AFP
5639,5373377,2,1.32821,9.89e-06,131.972,0.00293,3.759,2.7,AFP
20204,12257449,2,4.64624,4.82e-05,134.154,0.00694,16.47,8.69,NTP
20163,11710462,1,0.605356,6.21e-06,132.064,0.00127,1.5,0.422,NTP
10429,7908633,3,1.17844,1.93e-05,132.508,0.0111,1.734,0.109,AFP
13999,9552758,1,0.67031,1.94e-05,131.989,0.00787,2.163,10.9,AFP
9638,7890526,2,0.588517,1.51e-05,131.766,0.00239,1.87,3.09,UNK
5312,5172274,1,6.12654,7.41e-05,133.212,0.00862,15.43,5.37,UNK
15877,10341905,1,0.933741,5.48e-06,131.527,0.00185,2.896,1.34,AFP
4697,5459805,3,0.532718,0.0,131.711,0.0,1.5,0.0,AFP
375,1431122,1,4.29894,1.31e-05,132.858,0.00208,2.235,0.396,PC
3673,4049124,1,4.80447,6.89e-08,136.005,1.08e-05,3.517,0.000812,AFP
14062,9590976,3,3.88687,1.93e-05,132.498,0.00333,3.639,0.127,PC
9736,8126558,1,12.1914,3.67e-05,136.335,0.00237,1.819,0.232,PC
6874,5738431,1,1.1471,1.88e-05,132.522,0.00622,3.054,4.8,AFP
4576,5471217,1,12.425,0.000344,141.582,0.0224,17.95,0.335,AFP
13067,8322861,1,0.897512,9.03e-06,131.66,0.0036,3.087,1.92,UNK
523,1718594,3,0.922481,1.24e-05,131.681,0.00543,1.122,0.071,NTP
10509,8039925,1,20.2596,0.000344,141.46,0.0139,17.09,0.365,UNK
15462,10448764,2,3.48907,4.79e-05,131.658,0.0111,6.702,0.699,AFP
14653,9119568,1,5.54861,2.75e-05,133.94,0.00378,4.514,0.184,AFP
10121,7919763,1,0.521532,6.41e-06,131.932,0.00212,1.1,0.0454,UNK
16862,9955598,1,68.9581,0.000203,179.084,0.00213,3.144,0.117,PC
15490,10166274,3,28.4645,8.39e-05,158.043,0.00227,2.829,0.774,PC
20179,11904151,1,45.2943,5.27e-05,138.678,0.000958,6.954,0.132,PC
7335,6035335,4,1.04439,0.0,132.315,0.0,3.5,0.0,UNK
7886,7199037,1,0.566776,1.28e-05,131.752,0.00176,1.022,0.585,NTP
15324,9117390,4,1.58334,0.0,131.984,0.0,5.0,0.0,NTP
2990,3858919,2,25.9537,0.000589,154.843,0.0202,11.1,1.61,AFP
16564,9659036,1,600.243,0.0845,307.33,0.121,13.49,6.35,UNK
276,1577039,1,3.07312,2.03e-05,132.668,0.00319,4.649,0.201,AFP
12995,8264494,2,1.04151,7.94e-06,132.078,0.00139,1.366,0.0708,AFP
1440,3640832,1,0.60876,9.75e-06,132.089,0.0023,1.946,0.852,NTP
436,2436421,1,1.43767,1.2e-05,132.289,0.00464,5.431,6.94,UNK
12127,8524712,1,1.62004,1.33e-05,132.035,0.00422,5.814,3.87,AFP
14603,9205633,1,471.616,0.0039,408.75,0.00512,14.52,0.719,UNK
14030,9367382,5,0.999714,1.48e-05,132.493,0.00519,2.328,2.45,UNK
14396,9410527,2,1.19587,2.16e-05,132.455,0.0121,2.066,0.241,UNK
9592,8018769,2,2.7861,2.58e-05,133.346,0.00485,6.822,3.32,AFP
17310,9714696,1,1.43335,2.41e-06,132.586,0.00048,1.195,0.0406,AFP
6955,5892916,1,4.87622,4.33e-05,135.774,0.00601,11.85,0.122,UNK
18036,11252617,3,1.2762,0.0,131.682,0.0,3.0,0.0,AFP
7561,5942949,1,57.2928,0.000681,146.237,0.00948,6.121,0.578,PC
16961,9837083,2,0.623394,0.0,131.595,0.0,1.5,0.0,AFP
14989,8885643,1,3.40168,9.48e-06,132.059,0.00173,1.976,0.11,PC
6325,6137681,1,356.535,0.00211,433.622,0.0038,5.23,0.418,AFP
2313,4482348,1,374.513,0.0,430.921,0.0,5.0,0.0,AFP
16809,9665503,4,104.112,0.0,218.541,0.0,12.0,0.0,NTP
181,1869607,1,12.0604,0.000281,135.979,0.0189,19.8,0.29,AFP
12405,8757649,1,1.16747,1.16e-05,132.268,0.00392,3.487,1.66,UNK
2543,4860444,2,0.558528,1.33e-05,131.705,0.00253,1.422,0.912,AFP
12249,8557474,2,2.37953,4.67e-05,132.447,0.13,6.393,3.83,AFP
9887,7954278,2,0.613402,0.0,131.514,0.0,1.5,0.0,AFP
1503,3655513,3,0.563146,2.31e-05,131.696,0.00166,1.488,0.397,UNK
14439,9284560,1,662.129,0.0132,140.071,0.0212,12.49,2.49,UNK
18705,10749793,1,0.682682,1.07e-05,131.836,0.00227,1.5,0.467,AFP
4035,5475736,1,2.99185,3.06e-06,134.183,0.00074,5.301,0.0229,AFP
17563,11302627,3,2.24114,3.53e-05,133.587,0.00849,5.86,2.36,AFP
18549,11013201,1,13.119,5.01e-06,143.469,0.000301,4.364,0.0403,PC
2375,4482738,1,0.866357,5.53e-06,132.057,0.000884,1.22,0.124,AFP
16425,9945805,1,5.17085,0.000115,132.182,0.0167,14.31,7.6,NTP
13910,9366994,1,1.2495,1.42e-05,131.83,0.00526,3.962,3.93,AFP
19066,10713616,1,83.5782,0.000267,202.457,0.00236,7.109,0.6,PC
18653,10844890,1,8.29484,1.54e-05,133.502,0.00155,2.411,0.232,PC
19309,10676927,1,1.03103,1.27e-05,131.935,0.00258,2.126,0.128,PC
