kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
8738735,1,15.6606,3.95E-05,146.348,2.03E-03,6.986,3.79E-01,PC
8738735,2,28.7799,1.58E-04,135.738,4.44E-03,8.118,7.21E-01,PC
8738775,1,48.0523,6.44E-04,140.49,1.03E-02,7.361,1.21E+00,PC
8739209,1,3.69718,3.73E-05,131.751,6.39E-03,12.3,5.21E+00,UNK
8753657,3,568.65,7.41E-03,147.995,1.03E-02,3.456,1.52E+00,UNK
8753896,1,3.24412,1.03E-05,132.954,2.01E-03,1.814,1.87E-01,PC
8753896,2,14.5123,1.61E-04,143.828,9.64E-03,3.854,9.42E-01,PC
8754603,1,0.740896,2.35E-05,131.638,3.33E-03,1.16,2.04E-01,UNK
8779891,1,1.01017,1.24E-05,131.889,5.64E-03,2.965,5.23E+00,NTP
8779891,2,0.577742,8.48E-06,131.759,1.34E-03,0.8337,7.11E-02,UNK
8779891,3,1.18209,0.00E+00,131.811,0.00E+00,4.5,0.00E+00,UNK
8780099,1,4.36764,9.52E-05,132.789,1.52E-02,15.03,1.83E+01,UNK
8816881,1,2.64352,3.15E-05,132.442,6.55E-03,12.72,1.92E+01,NTP
8816959,1,2.06993,1.21E-05,131.811,2.38E-03,4.186,2.89E-01,UNK
8817159,1,1.05303,1.27E-05,132.219,4.06E-03,3.355,3.86E+00,NTP
8837839,1,0.803658,3.36E-05,131.779,1.39E-02,3.158,2.93E+01,NTP
8838950,1,2.27049,1.01E-05,133.549,2.26E-03,1.984,1.95E-01,PC
8838950,2,4.02314,3.28E-05,135.431,5.51E-03,2.641,2.04E-01,UNK
8839947,1,476.208,8.06E-03,326.139,1.14E-02,5.542,1.94E+00,NTP
8493159,3,0.55612,7.19E-05,131.964,1.78E-02,1.543,7.58E+00,UNK
8493354,1,18.0072,1.93E-04,138.314,8.71E-03,5.455,3.48E-01,PC
8494142,1,42.8825,8.23E-05,160.765,1.62E-03,9.912,1.67E-01,PC
8494142,2,22.9507,8.67E-05,151.531,3.06E-03,4.47,2.26E-01,PC
8509469,2,1.04225,1.75E-05,132.014,5.30E-03,2.752,3.07E+00,UNK
8509694,1,1.84782,5.19E-06,132.601,9.32E-04,1.205,3.27E-02,AFP
8509694,2,1.84783,4.96E-06,131.598,8.63E-04,1.101,2.91E-02,AFP
8509694,3,0.923897,4.03E-06,131.785,9.13E-04,1.339,5.02E-02,UNK
8526387,1,0.77281,9.48E-06,131.697,1.94E-03,1.412,2.88E-01,UNK
8526451,1,0.653626,4.28E+02,132.241,8.87E+04,1.318,1.12E+06,UNK
8526451,2,0.682796,0.00E+00,131.834,0.00E+00,2.5,0.00E+00,AFP
8526451,3,0.682804,1.17E-05,132.167,3.82E-03,2.883,3.04E+00,AFP
8527297,1,0.782212,7.72E-06,131.811,1.43E-03,1.085,7.78E-02,NTP
8558011,2,0.638144,9.24E-06,131.764,1.91E-03,1.282,1.04E+00,PC
8559125,1,532.401,9.03E-03,231.595,1.08E-02,7.067,6.51E-01,UNK
8559146,1,1.35681,2.40E-05,132.13,7.08E-03,4.204,6.00E+00,AFP
8559146,2,1.35704,1.96E-05,132.658,7.01E-03,3.732,3.24E+00,AFP
8571022,2,0.546423,1.60E-05,131.974,3.27E-03,1.422,1.48E+00,UNK
8571125,1,0.695976,1.21E-05,131.89,3.11E-03,1.999,5.71E-01,NTP
8571795,1,0.778128,1.36E-05,131.627,4.13E-03,2.387,8.04E-01,AFP
8585472,3,0.740751,1.12E-05,131.821,3.23E-03,2.337,3.13E+00,AFP
8586745,1,1.43958,1.28E-05,132.174,3.83E-03,4.175,2.45E+00,NTP
8586745,2,4.31929,4.99E-05,135.467,8.22E-03,8.027,1.25E+00,UNK
8586745,3,0.989109,1.65E-05,132.221,9.07E-03,2.316,6.19E-01,UNK
8616637,1,2.02,2.33E-06,131.691,5.09E-04,1.846,1.10E-01,PC
8616637,2,3.76305,4.81E-06,132.591,7.80E-04,1.562,5.35E-02,PC
8616873,1,0.576076,0.00E+00,131.805,0.00E+00,1.5,0.00E+00,AFP
8617363,1,19.9475,7.67E-05,144.249,3.29E-03,1.622,3.07E-01,PC
8639155,1,0.603368,5.46E-06,131.978,8.35E-04,1.169,1.25E-01,UNK
8639908,1,0.910045,2.32E-06,131.981,5.28E-04,1.546,3.32E-02,PC
8640132,1,0.548887,1.10E-04,131.745,3.25E-02,1.052,1.88E+01,UNK
8652213,2,0.504052,1.33E-05,131.721,2.62E-03,1.82,2.61E+00,AFP
8652360,1,0.968046,9.23E-06,131.98,1.99E-03,1.29,1.24E-01,AFP
8652360,2,0.968086,8.08E-06,132.441,1.92E-03,1.519,1.73E-01,AFP
8652577,1,358.819,2.40E-03,416.577,4.38E-03,2.614,7.25E-01,AFP
8686975,1,0.648337,1.07E-05,131.658,1.96E-03,2.075,1.27E+00,AFP
8686975,2,0.648367,8.89E-06,132.081,9.27E-04,1.506,1.39E-01,AFP
8686975,3,0.648343,0.00E+00,131.88,0.00E+00,2,0.00E+00,AFP
8687088,1,0.905028,4.18E-06,132.219,8.48E-04,1.41,5.41E-02,AFP
8687088,2,0.905873,1.02E-05,131.621,2.20E-03,1.458,2.83E-01,AFP
8703887,5,0.833626,7.51E-06,131.851,2.66E-03,2.985,4.13E+00,AFP
8707354,1,0.822681,2.08E-05,131.567,6.13E-03,2.454,9.99E-01,UNK
8707639,1,7.78398,9.47E-05,133.121,9.39E-03,12.36,1.33E+00,NTP
8707670,1,2.40587,2.50E-05,133.372,5.54E-03,6.79,2.81E+00,AFP
8739366,1,1.96699,3.49E-05,133.123,9.34E-03,2.758,1.02E+00,UNK
8739952,1,324.146,4.70E-03,305.978,9.76E-03,12.17,1.21E+00,UNK
8740378,1,375.109,1.49E-03,180.965,2.38E-03,3.279,2.21E-01,UNK
8740898,1,3.54452,1.12E-05,134.186,1.90E-03,3.316,7.00E-02,AFP
8754603,2,1.48183,2.11E-05,132.969,3.68E-03,1.897,1.51E-01,AFP
8754603,3,1.4835,1.94E-05,132.85,4.01E-03,2.401,2.93E-01,AFP
8754603,4,1.48135,1.11E-05,132.947,2.30E-03,1.565,1.65E-01,AFP
8780959,1,2.61728,1.12E-06,132.393,3.37E-04,6.211,4.44E+00,AFP
8780959,2,5.11176,9.84E-06,133.759,1.40E-03,2.694,1.02E-01,PC
8780959,3,9.63107,3.45E-05,132.726,2.75E-03,4.554,2.65E-01,PC
8780959,4,18.5784,1.22E-04,141.837,5.24E-03,3.812,4.62E-01,PC
8817759,1,3.2639,4.96E-05,133.454,9.86E-03,3.476,7.50E-01,AFP
8817926,1,0.544036,1.02E-05,131.749,2.59E-03,1.928,1.13E+00,UNK
8817929,1,1.08809,1.59E-05,132.384,6.69E-03,4.121,8.88E+00,AFP
8818050,1,0.544008,5.90E-05,131.776,2.35E-02,1.824,1.77E+01,AFP
8840004,1,340.183,6.03E-03,268.168,1.21E-02,9.987,1.13E+00,NTP
8840083,1,5.16736,3.60E-05,133.038,4.89E-03,7.069,4.79E-01,AFP
8840083,2,5.16631,5.42E-05,132.246,7.38E-03,9.905,1.64E+00,AFP
8840083,3,5.16803,5.23E-05,134.145,7.36E-03,11.68,1.80E+00,AFP
8494263,1,78.9257,8.70E-05,192.598,9.76E-04,7.57,6.20E-02,PC
8494280,1,439.476,1.48E-02,274.992,1.22E-02,5.861,2.14E+00,UNK
8494410,1,208.869,6.39E-05,273.692,2.36E-04,4.561,2.24E-02,PC
8494410,2,7.25933,2.42E-05,131.71,2.61E-03,6.196,2.77E-01,PC
8509703,1,1.84789,1.59E-05,131.581,4.72E-03,3.672,1.16E+00,UNK
8509781,1,70.3359,2.91E-06,198.947,3.38E-05,4.64,2.76E-03,AFP
8510314,1,658.512,1.18E-02,185.882,1.51E-02,12.11,8.12E-01,NTP
8539939,1,1.66196,1.11E-05,132.159,2.75E-03,2.611,1.68E-01,AFP
8539939,2,1.66207,8.75E-06,132.529,2.21E-03,2.496,1.40E-01,AFP
8539939,3,1.66193,1.47E-05,132.945,4.08E-03,3.286,3.77E-01,AFP
8559152,1,12.4128,7.47E-05,140.355,4.82E-03,4.505,2.59E-01,PC
8559208,1,2.18025,4.25E-05,132.689,1.18E-02,15.43,5.44E+01,UNK
8559589,1,223.112,2.61E-04,140.949,8.21E-04,9.012,6.11E-02,AFP
8559589,2,223.113,2.86E-04,229.264,1.04E-03,11.82,6.18E-02,AFP
8571795,2,0.778129,1.10E-05,132.039,3.20E-03,2.204,2.11E+00,AFP
8571822,1,2.24455,1.62E-05,132.262,2.94E-03,7.079,2.08E+00,NTP
8572168,1,1.66269,1.04E-05,132.453,2.78E-03,2.188,1.57E-01,AFP
8572324,1,2.76577,4.23E-05,131.974,1.06E-02,7.546,7.34E+00,AFP
8586760,1,0.949748,1.89E-05,132.292,6.13E-03,6.623,2.76E+01,NTP
8588031,1,1.12953,9.27E-06,132.201,1.72E-03,3.713,1.42E+00,AFP
8588031,2,1.12956,8.60E-06,132.56,1.93E-03,3.127,1.34E+00,AFP
8588031,3,1.12952,9.09E-06,131.827,2.05E-03,2.369,1.17E+00,AFP
8618226,1,5.88204,5.32E-08,131.769,7.51E-06,5.148,8.30E-04,UNK
8618728,1,0.608349,0.00E+00,131.942,0.00E+00,2,0.00E+00,AFP
8619436,1,3.13314,2.16E-05,132.897,3.82E-03,6.773,1.93E+00,NTP
8619448,1,3.1332,5.01E-05,132.862,1.01E-02,8.873,6.21E+00,AFP
8619448,2,3.1338,4.95E-05,134.123,1.00E-02,10.98,1.01E+01,AFP
8640132,2,1.27941,2.50E-05,132.856,1.25E-02,3.282,4.89E-01,UNK
8643851,1,5.53711,6.51E-05,131.718,8.34E-03,9.705,1.67E+00,AFP
8643851,2,2.76873,4.19E-05,132.96,8.49E-03,4,1.22E-01,UNK
8643851,3,5.53615,5.36E-05,132.914,1.05E-02,4.736,3.58E-01,AFP
8652939,1,1.74289,1.76E-05,132.435,4.37E-03,4.073,2.30E+00,AFP
8652939,2,1.7428,1.89E-05,132.98,4.70E-03,3.37,8.23E-01,AFP
8652999,1,15.1603,6.51E-05,136.552,3.52E-03,6.492,2.19E-01,AFP
8689031,1,21.8046,4.58E-05,146.886,1.72E-03,3.244,4.65E-01,PC
8689373,1,18.1199,3.84E-05,146.378,1.74E-03,4.361,2.98E-01,PC
8689373,2,10.282,1.89E-05,134.212,1.46E-03,3.479,3.89E-01,PC
8689373,3,3.78401,8.77E-06,133.283,1.50E-03,2.02,3.76E-01,PC
8707670,2,2.40781,5.08E-05,133.006,1.22E-02,16.63,6.47E+01,AFP
8709688,1,4.17938,1.93E-05,133.848,3.14E-03,2.486,2.38E-01,PC
8709688,2,2.0121,1.56E-05,131.566,3.85E-03,2.142,1.79E-01,UNK
8740898,2,3.54459,1.26E-05,134.417,2.25E-03,1.495,9.62E-02,AFP
8740898,3,3.54449,1.86E-05,132.33,3.13E-03,2.624,1.03E-01,AFP
8740898,4,0.590728,1.34E-05,131.995,3.35E-03,2.106,4.36E+00,UNK
8756819,1,8.19956,2.46E-04,139.525,2.30E-02,13.99,3.64E+00,UNK
8757649,1,1.16747,1.16E-05,132.268,3.92E-03,3.487,1.66E+00,UNK
8757824,1,3.65691,1.40E-05,134.953,2.47E-03,2.052,1.14E-01,PC
8757910,1,1.30999,4.19E-06,131.869,7.33E-04,0.9405,3.07E-02,AFP
8780959,5,1.12991,1.10E-05,131.562,3.48E-03,3.406,2.83E+00,UNK
8780959,6,2.26136,1.55E-05,132.29,4.26E-03,7.344,3.99E+00,UNK
8780968,1,2.61732,0.00E+00,132.373,0.00E+00,6,0.00E+00,AFP
8782002,1,2.90969,4.71E-05,133.435,8.61E-03,8.356,8.32E+00,AFP
8818095,1,0.544017,1.55E-05,131.84,3.30E-03,1.785,3.68E+00,AFP
8818497,1,3.26654,1.41E-05,134.244,2.48E-03,4.623,3.94E-01,AFP
8818497,2,3.26648,1.85E-05,134.645,3.27E-03,3.116,1.56E-01,AFP
8818497,3,1.63334,1.50E-05,132.131,3.60E-03,4.481,8.54E-01,NTP
8840083,4,2.58262,3.46E-05,132.841,7.13E-03,6.989,3.13E+00,NTP
8840117,1,1.70254,1.07E-05,132.524,2.82E-03,3.109,2.50E-01,AFP
8840117,2,1.70285,2.12E-05,132.122,4.53E-03,3.248,1.12E+00,AFP
8840117,3,0.689998,8.91E-06,131.921,2.46E-03,2.075,1.02E+00,UNK
8494542,1,10.8606,3.67E-05,136.658,2.72E-03,2.278,1.54E-01,PC
8494617,1,22.9221,1.86E-04,133.669,6.64E-03,8.211,4.29E-01,PC
8494769,1,405.295,1.19E-02,367.945,1.39E-02,11,1.92E+00,UNK
8494783,1,5.53924,3.23E-05,134.282,4.08E-03,7.918,3.51E-01,AFP
8510534,1,0.604156,9.05E-06,132.032,2.68E-03,1.961,1.46E+00,AFP
8510534,2,0.604156,1.09E-05,131.641,2.89E-03,1.835,8.37E-01,AFP
8510534,3,1.54408,4.39E-05,132.266,1.43E-02,9.143,6.28E+01,UNK
8516008,1,0.520959,7.02E-06,131.55,7.49E-04,0.9536,6.30E-02,AFP
8542993,1,1.1994,2.48E-05,131.561,6.42E-03,5.047,1.34E+01,AFP
8542993,2,1.19951,1.30E-05,132.073,3.50E-03,5.176,8.17E+00,AFP
8543100,1,7.56054,2.24E-05,134.478,2.29E-03,3.806,5.85E-01,PC
8543102,1,459.291,2.06E-02,260.286,2.98E-02,3.485,3.10E+00,NTP
8559644,1,224.78,2.61E-04,142.099,9.56E-04,10.91,9.61E-02,PC
8559644,2,3.34181,5.93E-06,134.67,1.13E-03,2.93,4.78E-02,PC
8559796,1,0.619324,1.32E-05,131.539,2.36E-03,1.938,3.10E+00,UNK
8572324,2,2.76614,2.61E-05,133.239,6.57E-03,10.57,9.75E+00,AFP
8572936,1,27.796,0.00E+00,136.17,0.00E+00,10.5,0.00E+00,AFP
8572936,2,27.7959,0.00E+00,146.72,0.00E+00,3,0.00E+00,AFP
8572936,3,27.7951,0.00E+00,146.53,0.00E+00,15,0.00E+00,AFP
8572936,4,444.825,0.00E+00,387.264,0.00E+00,3.5,0.00E+00,UNK
8572936,5,361.354,0.00E+00,276.106,0.00E+00,7.5,0.00E+00,UNK
8588377,1,0.99467,1.87E-06,131.629,2.86E-04,0.8578,3.22E-02,AFP
8589526,1,4.25441,2.89E-05,133.067,4.13E-03,12.06,1.99E+00,AFP
8589526,2,4.25447,2.98E-05,131.595,4.01E-03,14.65,1.23E+00,AFP
8620402,1,14.1959,1.01E-04,137.014,5.78E-03,3.563,5.34E-01,PC
8620561,1,0.782044,1.37E-07,131.678,2.52E-05,1.795,5.02E-03,AFP
8620565,1,0.782044,1.63E-06,131.676,2.07E-04,0.8134,5.97E-02,AFP
8620684,1,0.759069,1.02E-05,131.796,2.87E-03,2.97,1.71E+00,NTP
8643880,1,1.94668,2.85E-05,133.01,8.19E-03,6.131,4.77E+00,AFP
8643880,2,1.94702,2.51E-05,131.922,7.23E-03,8.41,1.73E+01,AFP
8644288,1,14.8589,4.07E-06,143.013,2.23E-04,3.524,5.49E-02,PC
8653100,1,0.620944,7.92E-06,131.514,3.15E-03,2.167,2.99E+00,AFP
8653100,2,0.620929,1.03E-05,131.85,3.57E-03,2.42,3.93E+00,AFP
8653134,1,5.34263,5.61E-06,134.382,7.19E-04,2.47,1.11E-01,PC
8653183,1,1.55842,1.62E-05,132.848,4.11E-03,5.007,3.22E+00,NTP
8689793,1,3.55484,5.68E-06,131.806,1.01E-03,2.214,2.04E-01,PC
8690001,1,19.3596,5.34E-05,134.248,3.84E-03,12.83,1.17E-02,UNK
8690471,1,1.05911,1.51E-05,131.76,3.87E-03,3.486,3.62E+00,NTP
8692861,1,13.7224,1.99E-05,137.841,1.15E-03,5.192,1.86E-01,PC
8710207,1,3.92621,3.92E-05,131.761,6.35E-03,3.017,2.17E-01,AFP
8710207,2,3.9261,2.45E-05,131.535,8.07E-03,4.063,3.41E-01,AFP
8711527,1,476.035,1.15E-02,344.739,1.66E-02,12.48,2.61E+00,UNK
8711548,1,18.7783,0.00E+00,149.673,0.00E+00,5,0.00E+00,AFP
8711548,2,18.7782,5.72E-07,142.165,2.42E-05,10.46,3.02E-03,AFP
8741367,1,0.988782,1.93E-04,131.994,3.67E-03,1.827,4.40E-01,PC
8741470,1,6.2398,1.77E-05,133.705,1.89E-03,0.8076,9.34E-02,PC
8742270,1,397.396,1.82E-04,374.571,3.45E-04,6.029,3.00E-02,PC
8742590,1,49.4782,1.65E-04,141.824,2.75E-03,2.502,4.29E-01,PC
8758136,1,0.998168,1.28E-05,131.841,3.89E-03,2.072,8.02E-01,AFP
8758161,1,0.998207,1.70E-08,131.82,4.77E-06,3.333,4.18E-04,UNK
8758204,1,159.388,2.29E-03,226.934,1.18E-02,8.205,2.35E+00,PC
8782002,2,2.9099,3.87E-05,132.819,4.29E-02,6.741,6.04E+00,AFP
8782561,1,0.581442,8.43E-06,132.027,1.58E-03,1.496,4.21E-01,AFP
8782561,2,0.581438,8.72E-06,131.742,1.66E-03,1.496,7.22E-01,AFP
8819528,1,2.33415,2.02E-05,133.379,5.05E-03,5.047,2.48E+00,AFP
8819528,2,2.33385,2.15E-05,132.485,5.30E-03,5.715,3.36E+00,AFP
8819528,3,0.777976,1.08E-05,131.662,3.15E-03,1.956,1.72E+00,UNK
8840117,4,2.06942,2.30E-05,132.526,6.34E-03,3.342,9.49E-01,UNK
8840117,5,1.03494,0.00E+00,131.52,0.00E+00,3,0.00E+00,UNK
8841616,1,1.67958,1.21E-07,131.561,4.71E-05,5.799,1.35E+00,AFP
8841616,2,1.67846,0.00E+00,132.251,0.00E+00,3,0.00E+00,AFP
8494783,2,5.53863,3.24E-05,133.428,4.16E-03,8.635,3.21E-01,AFP
8494783,3,5.53871,4.15E-05,136.914,5.30E-03,10.79,1.05E+00,AFP
8494783,4,5.53875,4.80E-05,132.459,6.16E-03,12.59,3.75E+00,AFP
8495232,1,9.63664,7.42E-05,134.929,6.07E-03,2.56,1.58E-01,AFP
8516008,2,0.520962,7.54E-06,131.692,8.14E-04,0.8722,6.11E-02,AFP
8516008,3,1.14926,0.00E+00,131.557,0.00E+00,3,0.00E+00,UNK
8516041,1,488.997,1.26E-02,532.425,1.60E-02,13.93,1.91E+00,UNK
8516686,1,0.62326,8.43E-06,131.692,2.63E-03,2.055,4.50E-01,AFP
8543278,1,7.5493,2.11E-07,135.011,2.14E-05,2.478,2.11E-03,UNK
8543278,2,3.77465,3.02E-07,135.074,5.31E-05,2.325,6.49E-03,UNK
8543279,1,7.5493,2.98E-06,135.012,3.25E-04,2.371,2.65E-02,AFP
8543279,2,3.77464,3.13E-06,135.076,5.83E-04,2.167,5.60E-02,AFP
8544992,1,3.17323,9.01E-06,133.701,1.74E-03,2.005,7.02E-02,PC
8559863,1,22.4705,9.91E-07,143.285,3.68E-05,7.375,2.38E-03,AFP
8559863,2,22.4705,1.23E-06,131.551,4.46E-05,7.43,3.06E-03,AFP
8559962,1,459.234,8.19E-03,260.381,9.66E-03,2.893,2.76E+00,NTP
8560194,1,539.003,1.99E-02,417.15,2.84E-02,14.71,4.02E+00,UNK
8573168,1,0.896288,6.55E-06,131.548,1.40E-03,1.4,1.27E-01,AFP
8573193,1,8.18508,6.85E-05,134.556,6.55E-03,4.333,4.14E-01,PC
8573459,1,1.06203,1.25E-05,132.587,3.50E-03,2.302,1.53E+00,AFP
8573459,2,1.06202,1.37E-05,132.14,4.10E-03,2.358,1.76E+00,AFP
8284676,1,4.9908,2.95E-05,136.233,4.10E-03,9.628,6.66E-01,NTP
8285254,1,7.53589,2.31E-07,137.781,2.71E-05,8.26,1.44E-03,AFP
8285254,2,7.53591,0.00E+00,134.014,0.00E+00,6,0.00E+00,AFP
8285787,1,459.324,2.83E-02,260.2,3.66E-02,3.631,4.22E+00,NTP
8285970,1,0.561004,2.16E-04,131.905,8.00E-02,2.716,8.79E+01,AFP
8312222,2,12.8233,7.85E-07,143.037,4.97E-05,6.689,3.29E-03,AFP
8312852,1,7.44046,1.28E-05,134.761,1.31E-03,2.332,2.21E-01,AFP
8313144,1,1.8506,1.88E-05,133.079,4.70E-03,2.216,9.34E-01,NTP
8327660,1,43.439,8.33E-04,152.299,1.59E-02,15.71,1.18E+00,NTP
8327675,1,0.949744,1.15E-05,132.188,2.70E-03,1.931,3.84E-01,UNK
8328005,1,0.60293,0.00E+00,132.036,0.00E+00,1.5,0.00E+00,UNK
8328005,2,4.22069,1.63E-05,131.738,2.73E-03,6.254,8.08E-02,UNK
8349582,1,11.523,8.96E-06,131.971,6.21E-04,4.031,9.07E-02,PC
8351704,1,7.0971,2.57E-05,136.346,2.71E-03,2.095,2.91E-01,PC
8351778,1,1.03044,8.40E-06,131.533,1.32E-03,3.467,9.84E-01,AFP
8374580,1,176.243,2.95E-04,192.504,1.36E-03,5.063,1.33E+00,AFP
8375132,1,505.963,8.16E-03,400.835,1.41E-02,1.944,4.93E-01,NTP
8375665,1,383.652,6.69E-03,511.289,8.61E-03,2.024,2.47E+00,NTP
8375665,2,342.824,1.40E-03,384.321,3.44E-03,0.671,1.33E+00,UNK
8376471,1,0.518502,6.73E-05,131.876,7.16E-03,0.71,2.62E-01,AFP
8389518,1,2.83954,3.04E-05,133.22,5.67E-03,7.836,1.57E+00,AFP
8389518,2,2.83928,2.93E-05,131.835,5.85E-03,8.875,1.76E+00,AFP
8389948,1,1.00595,7.16E-06,132.479,1.97E-03,2.544,1.19E+00,AFP
8389948,2,1.00599,7.57E-06,131.812,2.11E-03,2.419,1.12E-01,AFP
8410727,2,25.264,3.16E-04,134.166,1.01E-02,7.38,8.58E-01,PC
8411693,1,0.5952,3.74E-05,131.862,7.09E-03,1.655,6.72E+00,NTP
8411693,2,1.84772,2.85E-05,132.042,7.54E-03,5.998,6.04E+00,NTP
8411947,1,0.898834,0.00E+00,132.134,0.00E+00,2,0.00E+00,UNK
8430053,1,15.9513,1.07E-04,146.459,5.54E-03,2.249,2.18E-01,PC
8430105,1,63.3275,3.17E-04,143.085,3.85E-03,16.56,1.51E-01,AFP
8430105,2,63.3273,6.52E-05,144.204,2.70E-03,15.58,1.40E-01,AFP
8430105,3,63.3271,1.16E-04,165.235,1.48E-03,47.2,6.10E-02,AFP
8453191,1,5.77677,1.20E-07,131.542,1.72E-05,7.008,6.17E-03,UNK
8453211,1,5.77673,1.30E-05,131.547,1.84E-03,6.419,6.56E-02,AFP
8453214,1,5.77678,1.25E-05,131.541,1.83E-03,6.038,1.85E-01,AFP
8453324,1,1.26228,1.33E-07,132.036,3.11E-05,2.782,1.31E-03,UNK
8479107,1,0.767575,2.26E-07,131.817,3.08E-05,1.426,6.28E-03,NTP
8479386,1,5.86045,0.00E+00,134.835,0.00E+00,7.5,0.00E+00,UNK
8480235,1,578.625,7.20E-03,336.812,9.11E-03,11.51,1.29E+00,NTP
8480263,1,5.2538,1.32E-04,131.657,1.80E-02,13.96,5.85E+00,AFP
8190627,2,0.556209,1.32E-05,131.872,3.02E-03,2.446,4.54E+00,AFP
8190872,1,0.550956,7.87E-06,131.928,2.61E-03,2.176,1.90E+00,AFP
8190872,2,0.550974,1.59E-05,131.646,3.83E-03,2.281,4.73E+00,AFP
8210018,1,132.998,9.62E-04,258.381,5.60E-03,7.59,5.99E-01,PC
8210721,1,22.6728,2.02E-06,138.153,7.92E-05,6.452,4.81E-03,UNK
8211521,1,1.69421,1.27E-05,132.008,3.95E-03,3.833,1.41E+00,UNK
8212002,1,14.7969,1.01E-04,142.729,5.72E-03,5.256,1.85E-01,PC
8233804,2,1.32709,9.01E-06,132.519,2.55E-03,2.533,5.35E-01,AFP
8234477,1,2.01433,8.53E-08,131.941,2.69E-05,7.472,1.56E-03,UNK
8234889,1,411.33,9.45E-03,409.012,1.29E-02,5.659,2.44E+00,NTP
8235853,1,2.59257,3.14E-05,134.088,3.92E-03,8.17,5.34E+00,AFP
8248630,2,0.688338,1.55E-05,132.165,4.51E-03,1.751,4.99E+00,UNK
8248939,1,1.63344,1.36E-06,132.864,2.67E-04,2.205,1.35E-02,AFP
8250687,1,2.19231,1.50E-05,133.114,3.72E-03,7.392,3.37E+00,UNK
8250824,1,1.37079,2.37E-05,132.688,8.31E-03,4.019,6.24E+00,AFP
8262223,1,1.61301,4.29E-08,131.749,1.39E-05,3.745,1.10E-03,UNK
8262223,2,0.806511,0.00E+00,131.74,0.00E+00,2.5,0.00E+00,UNK
8262409,1,0.997253,1.65E-05,132.044,4.39E-03,2.238,1.96E+00,AFP
8262409,2,0.997215,8.50E-06,131.567,2.20E-03,2.386,3.20E-01,AFP
8264698,2,0.673485,1.34E-05,131.535,3.85E-03,2.287,1.29E+00,AFP
8264706,1,2.13583,1.36E-05,131.803,2.75E-03,7.403,2.85E+00,NTP
8264706,2,0.769904,1.42E-05,132.174,2.76E-03,2.348,1.78E+00,UNK
8264708,1,4.62835,7.82E-05,132.533,1.13E-02,12.22,3.92E+00,AFP
8285970,2,0.562494,6.28E-06,131.756,8.94E-04,0.9476,9.18E-02,AFP
8288248,1,1.01538,1.25E-05,131.882,2.66E-03,2.079,8.89E-01,NTP
8288404,1,519.803,1.78E-04,462.625,2.09E-04,14.78,1.10E-02,AFP
8288553,1,497.97,1.63E-02,416.834,1.64E-02,5.534,7.75E-01,NTP
8313144,2,0.616828,1.13E-05,131.584,3.09E-03,2.11,8.54E-01,UNK
8313667,1,30.5872,2.31E-04,132.294,6.05E-03,7.299,3.52E-01,PC
8314392,1,0.901454,7.52E-06,132.248,1.92E-03,2.035,7.21E-01,AFP
8314392,2,0.901415,2.12E-05,131.757,6.94E-03,2.778,1.58E+00,AFP
8328005,3,1.05521,0.00E+00,132.253,0.00E+00,3.5,0.00E+00,UNK
8329014,1,0.525458,3.36E-05,132.054,1.36E-02,1.446,1.07E+00,AFP
8329014,2,0.525261,3.41E-05,131.639,6.28E-03,1.868,4.28E+00,AFP
8329014,3,0.525228,0.00E+00,131.988,0.00E+00,2,0.00E+00,AFP
8329062,1,2.36535,2.23E-05,132.168,5.12E-03,6.369,2.20E+00,AFP
8351778,2,1.03044,6.17E-06,131.88,1.09E-03,3.661,1.36E+00,AFP
8351778,3,1.03046,0.00E+00,132.199,0.00E+00,3.5,0.00E+00,AFP
8351916,1,580.376,2.03E-02,420.799,2.25E-02,10.33,3.12E+00,UNK
8352420,1,1.33456,2.24E-05,131.771,5.47E-03,4.906,6.84E+00,NTP
8352420,2,2.66966,2.03E-05,132.276,3.90E-03,8.393,3.09E+00,AFP
8376471,2,0.519001,4.02E-06,131.605,6.66E-04,1.27,1.44E-01,AFP
8376471,3,0.518998,0.00E+00,131.77,0.00E+00,1.5,0.00E+00,AFP
8376848,1,11.4929,1.49E-04,133.303,1.08E-02,7.636,4.24E-01,PC
8377197,1,1.21519,8.94E-06,132.718,1.82E-03,1.425,1.47E-01,AFP
8390631,1,0.505354,1.53E-05,131.636,1.65E-03,1.494,1.90E+00,NTP
8390631,2,2.62286,2.43E-05,132.682,3.93E-03,8.875,3.68E+00,NTP
8390631,3,103.617,1.37E-03,146.048,1.21E-02,8.194,1.12E+00,NTP
8390667,1,0.615652,8.63E-06,132.108,2.26E-03,2.071,7.20E-01,UNK
8413996,1,1.63818,2.03E-05,132.686,6.23E-03,5.081,4.59E+00,NTP
8414116,1,482.817,1.47E-02,567.447,1.74E-02,6.232,4.16E-01,NTP
8414159,1,11.9312,0.00E+00,142.845,0.00E+00,3.5,0.00E+00,AFP
8414159,2,11.9311,7.23E-07,136.886,4.95E-05,5.453,2.96E-03,AFP
8430119,1,4.44324,8.17E-05,133.828,1.44E-02,5.766,7.29E-01,AFP
8430119,2,4.44332,2.14E-05,134.38,2.87E-03,7.407,3.51E-01,AFP
